N,ID,縣市,鄉鎮市區,路名,郵遞區號,土地面積,使用分區,移轉層次,總樓層數,主要用途,主要建材,建物型態,屋齡,建物面積,車位面積,車位個數,橫坐標,縱坐標,備註,主建物面積,陽台面積,附屬建物面積
4403,PU-4404,台北市,松山區,健康路,105,-0.3078594166831599,5,6,13,4,4,0,1.5833333333333333,0.1906780463055485,1.0437069331883118,1.0,307172,2772110,,-0.0205098122207324,0.0284236493323075,0.515957783021438
4404,PU-4405,新北市,汐止區,大同路二段,221,-0.5682149938067252,5,7,12,2,4,0,10.25,0.0654287126189376,-0.0870889851521998,1.0,316658,2773487,,0.1645011014096248,-0.718950540798367,0.0697125384106364
4405,PU-4406,新北市,新店區,檳榔路,231,1.106996378134924,5,5,7,2,4,2,9.166666666666666,-0.0747586149935995,0.9680115779988512,1.0,304913,2761883,,-0.2745462043309175,-0.3077241028497537,0.5885527031973579
4406,PU-4407,新竹縣,竹北市,自強北路,302,0.5005094411171841,5,11,20,2,4,0,5.166666666666667,0.4009590377243544,1.156477564388937,1.0,253409,2746531,,0.0951927316245524,0.1171530052382326,0.3515516402700898
4407,PU-4408,新北市,三峽區,民生街,237,0.1959801770414249,5,8,12,10,4,0,0.25,-0.0805039972728019,0.6188860622270541,1.0,288194,2758780,,-0.3113220740127927,-0.1831617378279745,-0.2163968528709302
4408,PU-4409,高雄市,鼓山區,九如四路,804,-0.575737498712077,5,7,12,2,4,0,39.75,-0.9009445867428966,-0.8193256863726953,0.0,176597,2507665,,-0.2985919652767589,-1.6420771089734696,-0.4384519028208025
4409,PU-4410,新北市,蘆洲區,永安北路二段,247,-0.2840661903052099,5,2,7,2,4,2,28.25,-0.9066899690220992,-0.8193256863726953,0.0,298676,2775126,,-0.7956319885925665,-0.5261348250797225,-0.2505591682478335
4410,PU-4411,桃園市,中壢區,仁慈路,320,-0.8463554068087584,5,2,16,2,4,0,28.25,-0.2172440955178179,1.0637893743610258,1.0,275310,2759676,,-0.159126551790878,0.0215983142626211,-0.4384519028208025
4411,PU-4412,新北市,板橋區,國慶路,220,-0.4917161659673171,5,5,15,2,4,0,15.083333333333334,0.0826648594565447,0.7579183472689203,1.0,296706,2765443,,-0.1209362255827765,0.077907328587535,-0.4384519028208025
4412,PU-4413,新北市,淡水區,中正東路二段,251,-0.239700234857033,5,14,20,2,4,0,21.33333333333333,-0.0977401441104088,0.4613161391796055,1.0,296377,2782411,,-0.3008550957187204,0.5659187860701216,-0.4384519028208025
4413,PU-4414,新北市,淡水區,新市一路一段,251,-0.4040176982368741,5,14,15,2,4,0,7.833333333333333,-0.4729136069423221,0.9649219716645876,1.0,293458,2786602,,-0.671442705589926,-1.107994639770499,0.6504718998179954
4414,PU-4415,台北市,中山區,林森北路,104,-1.454068055488393,5,11,14,5,4,0,15.916666666666666,-1.5248931022642715,-0.8193256863726953,0.0,302986,2772950,,-1.739923165501027,-1.6420771089734696,-0.1160450514512761
4415,PU-4416,新北市,汐止區,汐萬路一段,221,-0.4535749030766039,5,8,10,2,4,2,11.0,-0.3942018697172502,-0.0345656774697171,1.0,315779,2773946,,-0.7778098363621193,-0.4834764808941817,0.9344461463885052
4416,PU-4417,台北市,萬華區,廣州街,108,-0.4558340579044089,5,2,5,2,4,1,49.833333333333336,-0.7802915588796476,-0.8193256863726953,0.0,300887,2769975,,-0.1016996168261034,-1.6420771089734696,-0.4384519028208025
4417,PU-4418,新北市,蘆洲區,永平街,247,0.2086698977763317,5,3,5,2,4,1,33.416666666666664,-0.5326655826460264,-0.8193256863726953,0.0,296366,2775997,,0.0974558620665139,-0.4135167964298948,-0.4384519028208025
4418,PU-4419,台北市,北投區,光明路,112,-1.4981215746305967,5,14,14,4,4,0,16.833333333333332,-1.7386213230505985,-0.0314760711354535,1.0,300781,2780922,,-1.9945253402217025,-1.415134717906393,-0.3167486542905839
4419,PU-4420,新北市,林口區,信義路,244,-0.2643586694669083,5,9,13,10,4,0,12.5,0.3015639242941536,1.4376317408069328,2.0,287739,2775016,,-0.2468228564168883,0.9959148954603728,0.8469052132351901
4420,PU-4421,桃園市,平鎮區,新富街,324,-0.8205673947849805,5,6,12,2,4,0,22.166666666666668,-0.2994030621104115,-0.4717449737680297,1.0,271523,2759044,,-0.5543257052184153,0.712663490068382,-0.4384519028208025
4421,PU-4422,台南市,仁德區,文心路,717,-0.9707050565860434,5,13,24,10,4,0,0.3333333333333333,-0.6561913016488768,-0.0314760711354535,1.0,172181,2541504,,-1.034392250219511,-0.6575225251711883,0.5202280724435508
4422,PU-4423,新北市,五股區,西雲路,248,-0.3153819215885117,5,3,5,2,4,1,40.083333333333336,-0.6912381335520111,-0.8193256863726953,0.0,295224,2776563,,-0.2592700738476768,0.183700022167676,-0.4384519028208025
4423,PU-4424,新北市,汐止區,康寧街,221,0.2366209303799229,5,18,23,2,4,0,28.33333333333333,0.6790355400377479,0.7223878744248878,1.0,313192,2773522,,1.3667891487017036,0.8662335291363287,0.3259299037374128
4424,PU-4425,台北市,信義區,虎林街,110,0.656871795475711,5,3,5,2,4,1,37.0,0.1343732999693655,-0.8193256863726953,0.0,308251,2770105,,0.9124657124779204,0.4601260924899805,-0.4384519028208025
4425,PU-4426,新北市,新莊區,立信三街,242,-0.6261358782217344,5,12,12,2,4,0,12.916666666666666,-0.1396814347485861,0.3531799174803763,1.0,294727,2771601,,-0.3891171829552214,-0.9220042591215412,0.8063374637251175
4426,PU-4427,新北市,淡水區,鄧公路,251,0.1121270792306506,0,4,4,2,4,1,42.91666666666666,-0.8159129290107022,-0.8193256863726953,0.0,295537,2784808,,-0.6092066184359831,1.069287247459503,-0.4384519028208025
4427,PU-4428,新北市,三重區,力行路一段,241,-0.4251191656710558,5,8,13,2,4,0,26.166666666666668,-0.1477249699394696,-0.8193256863726953,0.0,298480,2773866,,0.0722785358996915,0.1461606792844003,-0.084017880785429
4428,PU-4429,高雄市,苓雅區,民族二路,802,-0.728614986580904,5,31,33,2,5,0,7.25,2.8013797539750938,1.0220796888484662,2.0,179444,2503828,,2.201035607869783,2.244951213213007,0.5031469147550991
4429,PU-4430,新北市,板橋區,莊敬路,220,-0.9704166538420684,5,7,14,2,4,0,22.416666666666668,-0.7193905067201026,-0.8193256863726953,0.0,297632,2768153,,-0.840045923516062,-0.0500677039690873,-0.4384519028208025
4430,PU-4431,桃園市,桃園區,大興西路一段,330,-1.065397290857884,5,4,17,2,4,0,24.58333333333333,-0.8544069902813578,-0.8193256863726953,0.0,280407,2767148,,-0.8578680757465094,-0.208756744339299,-0.4384519028208025
4431,PU-4432,新北市,泰山區,明志路二段,243,-0.7757448016588427,5,14,14,10,4,0,3.75,-0.648722304685914,0.8536961436310948,1.0,293023,2771189,,-0.8776704671136731,-0.956130934469974,0.2511998388504362
4432,PU-4433,新北市,新莊區,頭興街,242,-0.8310940949400736,5,11,13,10,4,0,9.25,-0.445910310230071,0.447412910675419,1.0,296600,2771792,,-0.6915279882623346,-0.8708142460988922,0.5458498089762287
4433,PU-4434,基隆市,信義區,教孝街,201,-0.6338506516230696,5,10,15,2,4,0,28.25,-0.8210837730619842,-0.8193256863726953,0.0,328248,2781213,,-0.8097765538548262,-0.3623267834072459,-0.2142617081598734
4434,PU-4435,高雄市,鼓山區,美術南三路,804,-0.5421385790389724,5,8,24,2,4,0,9.0,0.4681800103910223,-0.065461740812354,1.0,176911,2506006,,0.029279057502422,0.3833410729560069,1.1735823540268302
4435,PU-4436,基隆市,安樂區,麥金路,204,-0.5607645895873674,5,12,18,10,4,0,5.75,0.0010804310918713,-0.0778201661494089,1.0,322652,2779539,,-0.1981655519147148,-0.1439160611772772,0.1102802879207093
4436,PU-4437,台北市,松山區,八德路四段,105,-1.059581168854385,0,5,5,2,4,1,20.916666666666668,-1.6874874207656976,-0.8193256863726953,0.0,306890,2771357,,-1.980663666264688,-0.9117662565170112,-0.4384519028208025
4437,PU-4438,台北市,大安區,仁愛路四段,106,-0.2855562711490816,5,3,15,2,4,0,35.0,0.6577776256046995,-0.8193256863726953,0.0,305972,2770102,,1.1087922783180857,1.2689282982478336,0.163658905697121
4438,PU-4439,高雄市,鳳山區,建國路三段,830,-0.5172878759331135,5,3,14,2,4,0,21.916666666666668,0.0596833303397352,-0.0021248109599484,1.0,182662,2504133,,-0.1203704429722862,0.434531085978656,0.2469295494283233
4439,PU-4440,桃園市,楊梅區,中興路,326,0.4123303021467828,5,7,13,2,4,0,19.666666666666668,0.9542393512115398,-0.8193256863726953,0.0,268689,2756608,,0.4572936023384018,-0.0739563767129903,-0.4384519028208025
4440,PU-4441,台北市,萬華區,東園街,108,-0.5430758879568917,5,3,4,2,4,1,43.25,-1.3410408693297962,-0.8193256863726953,0.0,299973,2768723,,-1.2157255768816808,-0.4271674665692679,-0.4384519028208025
4441,PU-4442,高雄市,鼓山區,裕興路,804,0.1471439790616332,5,8,12,10,4,0,0.1666666666666666,0.3699339734166622,0.6868574015808551,1.0,177205,2507867,,-0.3851567046817886,0.8832968668105452,1.188528367004225
4442,PU-4443,新北市,蘆洲區,三民路,247,-0.0809825914227094,5,11,11,10,4,0,3.4166666666666665,-0.4815316803611256,0.8861370101408633,1.0,296771,2776004,,-0.7186855535658734,-0.997082944888093,0.6034987161747531
4443,PU-4444,台北市,大安區,樂利路,106,-0.0905239155358873,5,7,7,2,4,2,44.583333333333336,0.2360665663112472,-0.8193256863726953,0.0,305766,2768735,,0.5384834069437728,1.86102611554314,-0.4384519028208025
4444,PU-4445,新北市,板橋區,華江一路,220,-0.8844245690134781,5,16,17,10,4,0,2.75,-1.1905118536146948,-0.8193256863726953,0.0,297080,2769499,,-1.5110640995576643,-0.9697816046093468,0.0782531172548624
4445,PU-4446,台北市,中山區,龍江路,104,-0.3121614242807892,5,2,7,2,4,2,12.416666666666666,-0.7619063355862,-0.8193256863726953,0.0,304659,2772208,,-1.3837630121973268,-0.6029198446136961,0.1657940504081774
4446,PU-4447,台中市,南屯區,永春東路,408,-0.0328674003028552,5,10,16,2,4,0,27.916666666666668,0.8376080909437329,0.7857248042772935,2.0,213205,2670088,,1.504274323050868,0.4362374197460776,-0.4384519028208025
4447,PU-4448,台北市,大安區,忠孝東路三段,106,0.8511110435429733,5,2,5,2,4,1,39.66666666666666,-0.0379881684067045,-0.8193256863726953,0.0,304735,2770367,,0.2420133190468085,-0.0995513832243148,-0.4384519028208025
4448,PU-4449,新北市,中和區,景新街,235,-1.0859700199281113,5,11,12,2,4,0,22.166666666666668,-0.3149155942642577,-0.8193256863726953,0.0,301643,2764800,,-0.2309809433231573,0.4362374197460776,-0.4384519028208025
4449,PU-4450,新北市,樹林區,佳園路三段,238,-0.4746523369487875,5,11,15,2,4,0,13.416666666666666,-0.2304584747599831,0.9062194513135776,1.0,288360,2759626,,-0.4069393351856685,-0.4288738003366895,-0.0199635394537351
4450,PU-4451,新北市,三峽區,學府路,237,-0.375273558087351,5,5,15,2,4,0,12.916666666666666,0.182059972886745,-0.1859563878486381,1.0,287815,2760133,,-0.1336663343188103,-0.4988334848009764,0.9045541204337146
4451,PU-4452,台北市,中正區,仁愛路二段,100,0.1561325312488586,5,3,6,2,4,2,19.166666666666668,-0.7320303477343477,-0.1210746548291006,1.0,303152,2770207,,-1.101154598257377,-1.2615646788384458,0.0270096441895071
4452,PU-4453,台北市,大安區,大安路一段,106,2.9738513734480607,5,3,4,4,1,1,56.083333333333336,0.9214906722200866,-0.8193256863726953,0.0,305079,2770020,,2.374447977985088,0.1273910078427621,-0.4384519028208025
4453,PU-4454,新北市,新莊區,四維路,242,-0.8850734751874223,5,2,9,5,4,2,27.666666666666668,-0.3143410560363375,-0.8193256863726953,0.0,292766,2768462,,-0.2021260301881475,-0.6848238654499342,-0.4384519028208025
4454,PU-4455,桃園市,八德區,中山路,334,0.5265377887609414,5,4,4,2,4,1,39.0,-0.553348958851155,-0.8193256863726953,0.0,278820,2757808,,-0.1670475083377435,0.9788515577861564,-0.4384519028208025
4455,PU-4456,新北市,三重區,民生街,241,0.4681843002299699,5,2,4,2,4,1,42.91666666666666,-0.9808054004238091,-0.8193256863726953,0.0,299289,2772715,,-0.7113303796294984,0.0642566584481619,-0.4384519028208025
4456,PU-4457,新北市,新店區,永安街,231,0.2869952763275821,5,6,14,2,4,0,28.416666666666668,0.3894682731659497,-0.8193256863726953,0.0,302522,2764411,,0.920669560330031,0.6341721367669869,-0.4384519028208025
4457,PU-4458,台中市,烏日區,公園路,414,-0.3338156636409233,5,9,12,10,4,0,10.416666666666666,-0.0219010980249378,0.296022200296498,1.0,211994,2666356,,-0.3282955523275043,-0.1439160611772772,0.1188208667649354
4458,PU-4459,新北市,中和區,秀朗路三段,235,0.1830260871245414,5,2,4,2,4,1,43.75,-0.6424023841787913,-0.8193256863726953,0.0,303052,2765142,,-0.2123101171769745,0.3782220716537421,-0.4384519028208025
4459,PU-4460,新竹市,新竹市,府後街,300,0.5767198662126173,5,2,14,10,4,0,10.083333333333334,2.5824806891374847,0.5617283450431756,1.0,247003,2744293,,2.5051437610083678,0.5659187860701216,2.072478277381602
4460,PU-4461,新北市,三重區,頂崁街,241,0.4033177163975588,5,3,5,2,4,1,37.25,-0.4418885426346294,-0.8193256863726953,0.0,297959,2773361,,0.2751116017604963,-0.5909755082417446,-0.4384519028208025
4461,PU-4462,高雄市,鳳山區,鳳南路,830,-0.8779595408360351,5,4,13,2,4,0,23.33333333333333,0.2590480954280567,-0.4439385167596565,1.0,181696,2500276,,0.3282951671465928,0.6802431484873709,-0.4384519028208025
4462,PU-4463,台中市,南屯區,文山六街,408,0.2273439754487225,5,12,15,2,4,0,9.0,0.3027130007499943,0.2774845622909158,1.0,210288,2671776,,-0.0663382036704541,-0.2633594248967913,0.3259299037374124
4463,PU-4464,高雄市,左營區,文川路,813,-0.8599824364615843,5,6,14,2,4,0,21.5,0.2935203891032704,-0.8193256863726953,0.0,179234,2509406,,0.1101859708025477,0.1017960013314379,-0.4384519028208025
4464,PU-4465,新北市,板橋區,華東街,220,-0.7616130672040606,5,4,15,2,4,0,13.333333333333334,-0.0661405415747962,0.7455599219318657,1.0,295722,2766237,,-0.6278774445821659,2.698835995347161,-0.4384519028208025
4465,PU-4466,新北市,新店區,安民街,231,-0.3410737993642976,5,8,12,2,4,0,17.583333333333332,-0.1770264195634013,0.5339218880348023,1.0,302291,2762872,,-0.2759606608571434,0.1990570260744707,-0.1651533798055745
4466,PU-4467,高雄市,鳳山區,五甲二路,830,-0.6115955732129873,5,8,16,2,4,0,27.166666666666668,-0.041435397774226,-0.8193256863726953,0.0,182092,2500230,,0.0946269490140617,0.2365963689577467,-0.4384519028208025
4467,PU-4468,新北市,淡水區,英專路,251,-0.6055150820275114,5,7,9,2,4,2,16.333333333333332,-0.6659584515235207,-0.8193256863726953,0.0,295287,2785059,,-0.819677749538408,-0.1063767182940012,-0.4384519028208025
4468,PU-4469,台中市,南屯區,南屯路二段,408,-1.1823446035398069,5,4,12,2,4,0,27.83333333333333,-0.3689221876887595,-0.8193256863726953,0.0,214313,2670237,,-0.4309850961315103,0.6171087990927706,-0.1672885245166313
4469,PU-4470,高雄市,三民區,天祥二路,807,-0.5716758267344272,5,12,15,2,4,0,7.083333333333333,0.0838139359123849,0.265126136953861,1.0,179743,2507798,,-0.2473886390273786,-0.5483171640562038,0.1273614456091611
4470,PU-4471,台中市,西屯區,福瑞街,407,-0.5627113081091996,5,7,15,2,4,0,27.83333333333333,0.0137202721061165,-0.0484689059739037,1.0,209925,2675888,,0.0869888837724415,0.2604850417016496,-0.4384519028208025
4471,PU-4472,高雄市,岡山區,岡山路,820,0.7217864464321173,5,8,13,2,4,0,15.5,0.7399365921972927,-0.8193256863726953,0.0,177679,2521276,,0.2179675581009666,0.6307594692321437,-0.4384519028208025
4472,PU-4473,苗栗縣,竹南鎮,環市路三段,350,-0.0872553511041689,5,11,15,4,4,0,8.833333333333334,1.142113351741457,-0.0793649693165407,1.0,238246,2731891,,1.2471261265829856,-0.672879529077983,0.8191483319914562
4473,PU-4474,台北市,內湖區,成功路二段,114,-0.2757746114159243,5,5,12,2,4,0,23.08333333333333,-0.132212437785623,1.122491894712036,1.0,309463,2773959,,-0.0442726818613288,-0.608038845915961,-0.2142617081598734
4474,PU-4475,新北市,中和區,景平路,235,-0.4722970478729905,5,5,12,10,0,0,6.583333333333333,0.0234874219807605,-0.8193256863726953,0.0,300638,2765331,,-0.2598358564581675,-0.1609793988514934,1.3016910366902172
4475,PU-4476,台北市,松山區,三民路,105,0.2552950080523137,5,6,7,10,4,2,30.166666666666668,-0.1770264195634013,-0.8193256863726953,0.0,306969,2772025,,-0.199862899746186,-0.5329601601494092,-0.4384519028208025
4476,PU-4477,新北市,土城區,裕生路,236,0.6537714659779782,5,4,4,2,4,1,42.833333333333336,-0.5998865553126941,-0.8193256863726953,0.0,295223,2764033,,-0.2756777695518981,1.1801989423419088,-0.4384519028208025
4477,PU-4478,新北市,淡水區,沙崙路,251,0.4501350951695249,5,12,12,2,4,0,26.416666666666668,0.2573244807442961,1.0946854377036628,1.0,292889,2786295,,0.3613934498602807,-0.0449487026668225,-0.4384519028208025
4478,PU-4479,台北市,松山區,健康路,105,0.357509747229506,5,2,7,2,4,2,36.0,0.2222776488411616,1.303233865266462,1.0,305744,2771789,,0.936511473423762,0.2741357118410227,-0.4384519028208025
4479,PU-4480,台北市,中山區,北安路,104,0.0283460821058698,5,5,10,2,4,2,2.6666666666666665,-0.0402863213183853,0.2713053496223885,1.0,305387,2775225,,-0.3509268567471202,-0.5466108302887822,-0.4384519028208025
4480,PU-4481,新北市,新莊區,新北大道七段,242,-0.5829235337494579,5,15,17,2,4,0,27.08333333333333,0.3412070620206503,-0.8193256863726953,0.0,291680,2769190,,0.7396191249731064,0.8184561836485231,-0.4384519028208025
4481,PU-4482,台北市,中山區,龍江路,104,0.0748750581338604,5,2,4,2,4,1,45.0,-0.7871860176146903,-0.8193256863726953,0.0,304535,2773082,,-0.4946356398116792,0.6597671432783114,-0.4384519028208025
4482,PU-4483,新北市,三重區,仁義街,241,-0.2419593896848383,5,6,9,2,4,2,13.75,-0.5625415704978787,0.5941692115529446,1.0,299901,2775255,,-0.7331130101333785,-0.9578372682373956,0.3024433119157914
4483,PU-4484,台北市,中山區,新生北路二段,104,-1.1028896475746532,5,6,17,5,4,0,25.416666666666668,-0.7774188677400464,-0.8193256863726953,0.0,303213,2771951,,-0.9421696847095774,-0.6199831822879123,-0.0498555654085257
4484,PU-4485,高雄市,橋頭區,經武路,825,-0.7415690764977878,5,7,15,10,4,0,0.25,-0.6768746778540055,-0.3945048154114374,1.0,178039,2515552,,-0.9206699455109426,-0.8349812369830378,-0.4384519028208025
4485,PU-4486,新竹縣,竹北市,新瀧三街,302,-0.2828164450813177,5,12,13,10,4,0,0.1666666666666666,-0.6768746778540055,0.296022200296498,1.0,252572,2747313,,-0.902282010670005,-0.5995071770788527,-0.4384519028208025
4486,PU-4487,台北市,士林區,士東路,111,-0.5878744475210314,5,3,7,2,4,2,13.833333333333334,-1.0055105442243797,-0.8193256863726953,0.0,304132,2778389,,-1.4259138166788607,-1.0124399487948876,1.2611232871801448
4487,PU-4488,新北市,三重區,成功路,241,-1.1763602466023222,5,22,25,2,4,0,21.33333333333333,-0.233331165899584,-0.8193256863726953,0.0,299364,2771467,,-0.2151390302294263,-0.186574405362818,-0.4384519028208025
4488,PU-4489,宜蘭縣,五結鄉,陽明北路,268,0.6908552521407825,5,5,7,10,4,2,30.33333333333333,0.8180737911944445,1.1827392182301784,1.0,328541,2730739,,1.4409066706759448,-1.1097009735379206,-0.4384519028208025
4489,PU-4490,台北市,北投區,稻香路,112,2.572899458636609,5,2,5,2,4,1,13.333333333333334,0.0481925657813305,0.7162086617563604,1.0,299353,2781716,,-0.0550225514606461,-0.149035062479542,0.4156059816017839
4490,PU-4491,台北市,士林區,忠誠路二段,111,0.9720238939545548,5,2,7,2,4,2,12.083333333333334,0.6583521638326193,0.6343340938983726,1.0,303380,2777912,,0.0691667315419944,-0.3026051015474889,0.2469295494283233
4491,PU-4492,新北市,汐止區,樟樹二路,221,-0.7797343729504991,5,11,15,10,4,0,5.416666666666667,-0.7354775771018693,0.2558573179510701,1.0,314525,2772867,,-0.9710245978445872,-1.1250579774447154,0.2576052729836055
4492,PU-4493,基隆市,安樂區,基金一路,204,0.4222561632519274,0,2,5,2,4,1,27.0,-0.330428126418104,-0.8193256863726953,0.0,321219,2782247,,0.033805318386345,0.0574313233784755,-0.4384519028208025
4493,PU-4494,台北市,中山區,中山北路二段,104,-1.2212789739764518,5,13,14,2,5,0,15.416666666666666,-1.1336325690505915,-0.8193256863726953,0.0,302672,2772877,,-1.224495207344282,-0.9237105928889628,-0.4384519028208025
4494,PU-4495,台中市,大里區,自強街,412,0.101792647571541,5,3,10,10,4,2,16.666666666666668,-0.2011570251360514,0.0009647953743152,1.0,219223,2666321,,-0.2072180736825613,-0.8196242330762432,0.2063617999182502
4495,PU-4496,高雄市,三民區,覺民路,807,-0.9282617860977008,5,14,15,10,4,0,2.083333333333333,-0.7733971001446048,0.3269182636391349,0.0,182626,2504450,,-0.993938793569448,-1.0858123007940177,-0.4384519028208025
4496,PU-4497,新北市,新莊區,中港路,242,-1.0150710120342206,5,19,19,10,5,0,2.75,-0.6004610935406142,0.8459721277954355,1.0,295776,2770347,,-0.9582944891085536,-0.9663689370745036,0.4903360464887604
4497,PU-4498,新北市,蘆洲區,和平路,247,0.1725234205314463,5,3,5,2,4,1,36.833333333333336,-0.5941411730334915,-0.8193256863726953,0.0,297647,2774557,,-0.0239045078836748,-0.2855417638732725,-0.4384519028208025
4498,PU-4499,新北市,中和區,莒光路,235,-0.4058202153867186,5,2,5,2,4,1,42.583333333333336,-0.8664722930676826,-0.8193256863726953,0.0,297708,2765992,,-0.411465596069592,-0.6182768485204907,-0.4384519028208025
4499,PU-4500,桃園市,桃園區,桃鶯路,330,-0.8322477059159741,5,14,21,2,4,0,5.083333333333333,-0.477509912765684,0.4644057455138695,1.0,282083,2764429,,-0.6332523793818247,-1.1045819722356556,-0.0776124466522597
4500,PU-4501,桃園市,蘆竹區,忠孝西路,338,0.5203851968894718,5,9,9,2,4,2,17.583333333333332,0.738787515741452,-0.8193256863726953,0.0,279271,2770236,,0.6273112767907637,0.4447690885831858,-0.0541258548306388
4501,PU-4502,新北市,永和區,永和路一段,234,-1.171529500640739,5,12,14,2,4,0,26.08333333333333,-0.4108634783269369,-0.8193256863726953,0.0,301790,2766364,,-0.3662029872303605,0.4328247522112344,-0.3551812590896002
4502,PU-4503,高雄市,左營區,大順一路,813,-0.8557525295499487,5,8,14,2,4,0,17.75,-0.7027288981104158,-0.8193256863726953,0.0,178804,2506470,,-0.8646574670723941,-0.9783132734464548,-0.1651533798055748
4503,PU-4504,台北市,信義區,永吉路,110,-0.4848906343599053,5,3,14,5,4,0,21.666666666666668,0.0585342538838945,0.5462803133718572,1.0,307450,2770991,,-0.0437068992508385,0.0813199961223782,-0.4384519028208025
4504,PU-4505,台中市,烏日區,三榮一路,414,1.3127717359611928,5,9,12,10,4,0,5.25,0.5095467628012791,1.7141515077235332,2.0,210487,2666708,,0.1800601231981108,-0.0773690442478334,-0.4384519028208025
4505,PU-4506,桃園市,龜山區,文青二路,333,-0.5946278784424495,5,16,19,2,4,0,7.0,-0.3907546403497286,0.8799577974723362,1.0,289285,2770188,,-0.5427271617033624,-0.4237547990344247,-0.4384519028208025
4506,PU-4507,新北市,新莊區,福前街,242,-0.5202680376208569,5,2,14,10,4,0,8.416666666666666,-0.6085046287314974,0.3593591301489038,1.0,296577,2772538,,-0.9362289672994284,-0.9424802643306008,0.2981730224936784
4507,PU-4508,新北市,蘆洲區,中央路,247,-0.7489954471551479,2,3,9,5,4,2,23.5,-0.081078535500722,-0.8193256863726953,0.0,297665,2775212,,0.3062296453374676,0.3338573937007797,-0.4384519028208025
4508,PU-4509,新北市,三峽區,大德路,237,0.2851927591777379,5,9,14,2,4,0,15.5,0.661224854972221,0.8459721277954355,1.0,288201,2759528,,0.8813476689009488,-0.8366875707504596,0.1038748537875399
4509,PU-4510,台北市,內湖區,大湖街,114,1.0879858305945622,5,2,3,2,4,1,27.33333333333333,-0.4907242920078495,0.064301725226721,1.0,310549,2774977,,-0.5565888356603769,-0.4118104626624733,0.0077933417899991
4510,PU-4511,新北市,中和區,中原街,235,-0.0812229270426886,5,4,23,10,4,0,0.6666666666666666,-0.3338753557856252,0.6575061414053504,1.0,299091,2766964,,-0.6329694880765794,-0.5022461523358198,-0.0690718678080337
4511,PU-4512,新北市,三峽區,中華路,237,0.2969211374327272,5,13,13,2,4,0,25.5,0.3044366154337553,1.224448903742738,1.0,287675,2758056,,0.6043970810659033,-0.0859007130849417,-0.4384519028208025
4512,PU-4513,台中市,西屯區,上安路,407,-0.4358862014461281,5,4,14,2,4,0,23.5,0.5635533562257807,-0.4717449737680297,1.0,213570,2673804,,0.5090627111982724,0.3526270651424176,-0.4384519028208025
4513,PU-4514,桃園市,桃園區,水汴一路,330,-0.9198740729604232,5,5,14,2,4,0,6.333333333333333,-0.888879283956572,0.4535921233439465,1.0,280387,2769177,,-1.098325685204925,-0.8742269136337354,-0.4384519028208025
4514,PU-4515,新北市,中和區,自立路,235,0.2448404085832147,5,4,5,2,4,1,40.16666666666666,-0.3287045117343432,-0.8193256863726953,0.0,302787,2765263,,0.2114610580803275,0.9037728720196048,-0.4384519028208025
4515,PU-4516,新北市,中和區,工專路,235,-0.695400603899766,5,7,14,10,4,0,0.4166666666666667,-0.4292487016203845,-0.8193256863726953,0.0,301296,2763571,,-0.8621114453251872,-0.5346664939168307,0.7273371094160278
4516,PU-4517,桃園市,桃園區,寶山街,330,-0.6281066303055646,5,6,12,2,4,0,23.83333333333333,-1.1617849422186832,0.8861370101408633,1.0,281879,2767099,,-1.0844640112479105,-0.7564898836816428,-0.4384519028208025
4517,PU-4518,高雄市,鳳山區,文清街,830,0.3175900007509458,5,10,14,2,4,0,25.666666666666668,0.7399365921972927,0.2635813337867292,1.0,183665,2505004,,0.5382005156385276,1.137540598156368,-0.175829103360857
4518,PU-4519,桃園市,桃園區,春日路,330,-0.8687306530288303,5,24,24,2,4,0,22.83333333333333,-0.612526396326939,-0.8193256863726953,0.0,281429,2766950,,-0.6454167055073681,-0.162685732618915,-0.4384519028208025
4519,PU-4520,新北市,鶯歌區,鳳五路,239,-0.4076467660985611,5,10,11,10,4,0,2.25,-0.6722783720306434,0.4922122025222426,1.0,283369,2762776,,-0.9421696847095774,-0.8537509084246758,0.3430110614258639
4520,PU-4521,新北市,淡水區,自強路,251,-0.5651386978709905,5,9,12,2,4,0,27.416666666666668,-0.6981325922870542,0.7532839377675246,1.0,296694,2780109,,-0.690396423041354,0.980557891553578,-0.4384519028208025
4521,PU-4522,新北市,永和區,復興街,234,-0.9838514149989106,5,3,12,10,4,0,0.4166666666666667,-1.1479960247485974,-0.8193256863726953,0.0,302074,2767323,,-1.4032825122592452,-1.1625973203279911,0.355821929692203
4522,PU-4523,新北市,板橋區,三民路二段,220,0.0610557599850513,5,5,5,2,4,1,37.0,-0.7245613507713848,-0.8193256863726953,0.0,298248,2767296,,-0.2637963347316002,-0.1200273884333742,-0.4384519028208025
4523,PU-4524,台北市,中山區,中山北路三段,104,-0.8983400014102789,5,6,11,10,4,0,0.1666666666666666,-0.4757862980819232,1.2059112657371558,1.0,302758,2773338,,-0.8861572062710289,0.4464754223506074,-0.4384519028208025
4524,PU-4525,台北市,中正區,和平西路一段,100,-1.3711763001575354,5,4,14,2,5,0,14.333333333333334,-1.4990388820078608,1.3619363856174722,1.0,302418,2768843,,-1.8508165571571435,-0.5176031562426144,-0.4384519028208025
